;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
22;Temanggung, Jawa Tengah...anggota gugus tugas covid 19 kelurahan mungseng, temanggung...mau tak bagiin di posko...;-1.0;temanggung jawa tengah repeated anggota gugus tugas covid number kelurahan mungseng temanggung repeated mau tak bagiin di posko repeated;['temanggung', 'jawa', 'tengah', 'repeated', 'anggota', 'gugus', 'tugas', 'covid', 'number', 'kelurahan', 'mungseng', 'temanggung', 'repeated', 'mau', 'tak', 'bagiin', 'di', 'posko', 'repeated'];['temanggung', 'jawa', 'tengah', 'repeated', 'anggota', 'gugus', 'tugas', 'covid', 'number', 'kelurahan', 'mungseng', 'temanggung', 'repeated', 'mau', 'tak', 'bagiin', 'di', 'posko', 'repeated'];['temanggung', 'jawa', 'repeated', 'anggota', 'gugus', 'tugas', 'covid', 'number', 'kelurahan', 'mungseng', 'temanggung', 'repeated', 'bagiin', 'posko', 'repeated'];temanggung jawa repeated anggota gugus tugas covid number kelurahan mungseng temanggung repeated bagiin posko repeated;tanggung jawa repeated anggota gugus tugas covid number lurah mungseng tanggung repeated bagiin posko repeated
23;Profil Operasional Bandara AP II di Tengah Pandemi COVID-19;0.0;profil operasional bandara allcaps ap ii allcaps di tengah pandemi allcaps covid allcaps number;['profil', 'operasional', 'bandara', 'allcaps', 'ap', 'ii', 'allcaps', 'di', 'tengah', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number'];['profil', 'operasional', 'bandara', 'allcaps', 'ap', 'ii', 'allcaps', 'di', 'tengah', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number'];['profil', 'operasional', 'bandara', 'allcaps', 'ap', 'ii', 'allcaps', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number'];profil operasional bandara allcaps ap ii allcaps pandemi allcaps covid allcaps number;profil operasional bandara allcaps ap ii allcaps pandemi allcaps covid allcaps number
24;Btw long weekend ni pada mau kemana... Dulu sebelum ada nya si covid 19 ini long weekend itu yang paling di nanti .., eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae (DASAR AKU);0.0;btw long weekend ni pada mau kemana repeated dulu sebelum ada nya si covid number ini long weekend itu yang paling di nanti repeated eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae allcaps dasar aku allcaps;['btw', 'long', 'weekend', 'ni', 'pada', 'mau', 'kemana', 'repeated', 'dulu', 'sebelum', 'ada', 'nya', 'si', 'covid', 'number', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'repeated', 'eh', 'skrng', 'mah', 'beneran', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'allcaps', 'dasar', 'aku', 'allcaps'];['eh', 'long', 'weekend', 'ini', 'pada', 'mau', 'kemana', 'repeated', 'dulu', 'sebelum', 'ada', 'nya', 'sih', 'covid', 'number', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'repeated', 'eh', 'sekarang', 'mah', 'serius', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'allcaps', 'dasar', 'aku', 'allcaps'];['eh', 'long', 'weekend', 'kemana', 'repeated', 'nya', 'sih', 'covid', 'number', 'long', 'weekend', 'repeated', 'eh', 'mah', 'serius', 'libur', 'nya', 'kasih', 'enak', 'dirumah', 'ngedumel', 'bae', 'allcaps', 'dasar', 'allcaps'];eh long weekend kemana repeated nya sih covid number long weekend repeated eh mah serius libur nya kasih enak dirumah ngedumel bae allcaps dasar allcaps;eh long weekend mana repeated nya sih covid number long weekend repeated eh mah serius libur nya kasih enak rumah ngedumel bae allcaps dasar allcaps
25;Hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid-19 kemana ya?;1.0;hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid number kemana ya;['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'number', 'kemana', 'ya'];['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'number', 'kemana', 'iya'];['hallo', 'laporkan', 'kegiatan', 'melanggar', 'ketentuan', 'jaga', 'jarak', 'wabah', 'covid', 'number', 'kemana', 'iya'];hallo laporkan kegiatan melanggar ketentuan jaga jarak wabah covid number kemana iya;hallo lapor giat langgar tentu jaga jarak wabah covid number mana iya
26;Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. Aamiin.Gimana?? Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ;1.0;hei guys gw mau ngajak kalian untuk agar pandemik covid number ini lekas hilang aamiin gimana repeated kurangin dah tuh nongki2 halan2 atau segala aktivitas diluar ruangan yuk belajar utbk aja tau sendirikan pesaing lo tuh buanyak banget yok;['hei', 'guys', 'gw', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'aamiin', 'gimana', 'repeated', 'kurangin', 'dah', 'tuh', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'saya', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'semoga', 'bagaimana', 'repeated', 'kurangin', 'sudah', 'itu', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'saja', 'tau', 'sendirikan', 'pesaing', 'lo', 'itu', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'ngajak', 'pandemik', 'covid', 'number', 'lekas', 'hilang', 'semoga', 'repeated', 'kurangin', 'nongki2', 'halan2', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'tau', 'sendirikan', 'pesaing', 'lo', 'buanyak', 'banget', 'yok'];hei guys ngajak pandemik covid number lekas hilang semoga repeated kurangin nongki2 halan2 aktivitas diluar ruangan ayo belajar utbk tau sendirikan pesaing lo buanyak banget yok;hei guys ngajak pandemik covid number lekas hilang moga repeated rangin nongki2 halan2 aktivitas luar ruang ayo ajar utbk tau sendiri saing lo buanyak banget yok
27;JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19;1.0;allcaps jangan ada dusta diantara kita allcaps kisah pilu dokter menangani pasien yang ternyata positif covid number;['allcaps', 'jangan', 'ada', 'dusta', 'diantara', 'kita', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['allcaps', 'jangan', 'ada', 'dusta', 'diantara', 'kita', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['allcaps', 'dusta', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'positif', 'covid', 'number'];allcaps dusta allcaps kisah pilu dokter menangani pasien positif covid number;allcaps dusta allcaps kisah pilu dokter tangan pasien positif covid number
28;COVID-19 Telah Bermutasi? Ada Gelombang Kedua Virus Corona;-1.0;allcaps covid allcaps number telah bermutasi ada gelombang kedua virus corona;['allcaps', 'covid', 'allcaps', 'number', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['allcaps', 'covid', 'allcaps', 'number', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['allcaps', 'covid', 'allcaps', 'number', 'bermutasi', 'gelombang', 'virus', 'corona'];allcaps covid allcaps number bermutasi gelombang virus corona;allcaps covid allcaps number mutasi gelombang virus corona
29;Salam Jumaat.. Ya Allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik.. Jauhilah kami dari segala penyakit berjangkit covid 19 dan hamba mu yang sedang berjuang kesakitan yang berada di hospital..;1.0;salam jumaat repeated ya allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik repeated jauhilah kami dari segala penyakit berjangkit covid number dan hamba mu yang sedang berjuang kesakitan yang berada di hospital repeated;['salam', 'jumaat', 'repeated', 'ya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'repeated', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'number', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital', 'repeated'];['salam', 'jumaat', 'repeated', 'iya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'repeated', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'number', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital', 'repeated'];['salam', 'jumaat', 'repeated', 'iya', 'allah', 'menadah', 'tangan', 'keampunan', 'mu', 'berserah', 'mu', 'berilah', 'kekuatan', 'kesihatan', 'repeated', 'jauhilah', 'penyakit', 'berjangkit', 'covid', 'number', 'hamba', 'mu', 'berjuang', 'kesakitan', 'hospital', 'repeated'];salam jumaat repeated iya allah menadah tangan keampunan mu berserah mu berilah kekuatan kesihatan repeated jauhilah penyakit berjangkit covid number hamba mu berjuang kesakitan hospital repeated;salam jumaat repeated iya allah tadah tangan ampun mu serah mu ilah kuat kesihatan repeated jauh sakit jangkit covid number hamba mu juang sakit hospital repeated
30;Saya kuatir test Covid-19 belum menyeluruh Tau2 nanti ada korban tergeletak mati suspek corona Ngeri;1.0;saya kuatir test covid number belum menyeluruh tau2 nanti ada korban tergeletak mati suspek corona ngeri;['saya', 'kuatir', 'test', 'covid', 'number', 'belum', 'menyeluruh', 'tau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['saya', 'khawatir', 'test', 'covid', 'number', 'belum', 'menyeluruh', 'tau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['khawatir', 'test', 'covid', 'number', 'tau2', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];khawatir test covid number tau2 korban tergeletak mati suspek corona ngeri;khawatir test covid number tau2 korban geletak mati suspek corona ngeri
31;Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah .yalord;0.0;ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah yalord;['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['ada', 'yang', 'kayak', 'saya', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['kayak', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];kayak saking fokus berita covid kerja padahalan tanggal merah yalord;kayak saking fokus berita covid kerja padahal tanggal merah yalord
32;Berarti dah lama gak gitaran, mungkin mau bikin album lagu buat Corona Covid Yudhoyono.;-1.0;berarti dah lama gak gitaran mungkin mau bikin album lagu buat corona covid yudhoyono;['berarti', 'dah', 'lama', 'gak', 'gitaran', 'mungkin', 'mau', 'bikin', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['berarti', 'sudah', 'lama', 'tidak', 'gitaran', 'mungkin', 'mau', 'membuat', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['gitaran', 'album', 'lagu', 'corona', 'covid', 'yudhoyono'];gitaran album lagu corona covid yudhoyono;gitar album lagu corona covid yudhoyono
33;Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payu-payu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...;-1.0;berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payu payu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst repeated;['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'tidak', 'ndang', 'mampet', 'jualan', 'online', 'tidak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yang', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];['berat', 'mbah', 'haid', 'ndang', 'mampet', 'jualan', 'online', 'payu', 'payu', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'masak', 'enak', 'berkatan', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];berat mbah haid ndang mampet jualan online payu payu horny sing lanang pusing covid masak enak berkatan enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst repeated;berat mbah haid ndang mampet jual online payu payu horny sing lanang pusing covid masak enak berkat enak sariawan loro untu putih murus ilate kecakot bengese anyar masker kerlisut dst repeated
34;Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.;1.0;amalkan langkah langkah pencegahan penularan allcaps covid allcaps number sebagai amalan dalam kehidupan seharian kita;['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'amalan', 'kehidupan', 'seharian'];amalkan langkah langkah pencegahan penularan allcaps covid allcaps number amalan kehidupan seharian;amal langkah langkah cegah tular allcaps covid allcaps number amal hidup hari
35;Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid-19. OPM;1.0;kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid number allcaps opm allcaps;['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'provinsi', 'papua', 'barat', 'diimbau', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];kementerian agama provinsi papua barat azis hegemur umat islam provinsi papua barat diimbau menolak pemakaman jenazah pasien positifcterjangkit covid number allcaps opm allcaps;menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifcterjangkit covid number allcaps opm allcaps
36;Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ;1.0;bumi repeated maafkan kami repeated yang tak pernah sadar repeated bahwa kau juga butuh istirahat repeated;['bumi', 'repeated', 'maafkan', 'kami', 'repeated', 'yang', 'tak', 'pernah', 'sadar', 'repeated', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat', 'repeated'];['bumi', 'repeated', 'maafkan', 'kami', 'repeated', 'yang', 'tak', 'pernah', 'sadar', 'repeated', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat', 'repeated'];['bumi', 'repeated', 'maafkan', 'repeated', 'sadar', 'repeated', 'kau', 'butuh', 'istirahat', 'repeated'];bumi repeated maafkan repeated sadar repeated kau butuh istirahat repeated;bumi repeated maaf repeated sadar repeated kau butuh istirahat repeated
37;Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang;0.0;kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang;['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['kalau', 'tidak', 'ada', 'covid', 'jam', 'segini', 'saya', 'sudah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['covid', 'jam', 'segini', 'pendakian', 'pos', 'cangkuang'];covid jam segini pendakian pos cangkuang;covid jam gin daki pos cangkuang
38;"Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk ""freeze"" dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek-2 konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?";0.0;developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek number konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih;['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'number', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yang', 'dikecualikan', 'untuk', 'freeze', 'dalam', 'psbb', 'dki', 'oleh', 'gub', 'padahal', 'dalam', 'permenkes', 'tidak', 'termasuk', 'yang', 'dikecualikan', 'juga', 'proyek', 'number', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'karena', 'padat', 'bijimane', 'ini'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'dikecualikan', 'freeze', 'psbb', 'dki', 'gub', 'permenkes', 'dikecualikan', 'proyek', 'number', 'konstruksi', 'berpotensi', 'kluster', 'penyebaran', 'covid', 'padat', 'bijimane'];developers biang rusuh proyek konstruksi swasta dikecualikan freeze psbb dki gub permenkes dikecualikan proyek number konstruksi berpotensi kluster penyebaran covid padat bijimane;developers biang rusuh proyek konstruksi swasta kecuali freeze psbb dki gub permenkes kecuali proyek number konstruksi potensi kluster sebar covid padat bijimane
